Action,Price,Shares Held,Balance,Portfolio Value,Transaction Cost,Reward,Slippage,Time Penalty
Sell,193.62,36645.88320044076,2927711.4315746846,10023087.336844023,0.025398456481766182,-0.1898184564817662,0.0,0.16442
Buy,193.58,36689.102443747994,2919636.4977688603,10021912.948829599,0.18835999453463936,-0.36378899453463026,0.009999999999990905,0.165429
Buy,193.58,36758.95161912171,2905930.0629186598,10021727.917348241,0.35918841619856573,-0.5446724161985476,0.01999999999998181,0.165484
Buy,193.58,36803.84857000441,2897443.5685716257,10021932.57475308,0.35918841619856573,-0.5446724161985476,0.01999999999998181,0.165484
Buy,193.57,36820.46037136844,2894208.9203346283,10021545.434420418,0.1967355979465085,-0.3760615979465278,0.010000000000019327,0.169326
Buy,193.57,36854.26999149775,2887775.8405007864,10021656.882755006,0.1269922824088309,-0.30631828240885023,0.010000000000019327,0.169326
Buy,193.57,36887.9050517245,2881181.6831635623,10021573.464025874,0.16262947229178049,-0.3419554722917998,0.010000000000019327,0.169326
Buy,193.57,36948.244634074705,2869128.948234084,10021200.662051924,0.025398456481766182,-0.2047244564817855,0.010000000000019327,0.169326
Buy,193.57,37011.654001030336,2857366.133276169,10021711.99825561,0.17959420809928286,-0.36588620809930217,0.010000000000019327,0.176292
Buy,193.57,37034.04858298491,2853099.173253532,10021779.957461921,0.0439914170602461,-0.23028341706026542,0.010000000000019327,0.176292
Buy,193.57,37083.67829944293,2843886.5657283626,10022174.17415153,0.025398456481766182,-0.21169045648178553,0.010000000000019327,0.176292
Buy,193.57,37126.97558459399,2835733.9407588667,10022402.604668725,0.17959420809928286,-0.36588620809930217,0.010000000000019327,0.176292
Buy,193.57,37183.7924536609,2825280.694308878,10022947.399564017,0.025398456481766182,-0.21169045648178553,0.010000000000019327,0.176292
Buy,193.57,37202.842625184785,2821478.3324239226,10022832.57938094,0.08031697153504797,-0.2666089715350673,0.010000000000019327,0.176292
Buy,193.57,37253.63778591608,2811295.1610571463,10022481.82727692,0.050796912963532365,-0.2370889129635517,0.010000000000019327,0.176292
Buy,193.56,37318.60166121968,2798352.773905675,10021741.311451357,0.05679267521679932,-0.2336926752167902,0.009999999999990905,0.1669
Buy,193.56,37367.020332996384,2788772.8676873744,10021533.323342156,0.035918841619856576,-0.2128188416198475,0.009999999999990905,0.1669
Buy,193.56,37425.52078774528,2777465.747042472,10021549.550718447,0.35918841619856573,-0.5360884161985566,0.009999999999990905,0.1669
Buy,193.55,37493.878216974015,2764004.9102710416,10020945.039166363,0.2539845648176618,-0.44408256481764363,0.01999999999998181,0.170098
Buy,193.55,37541.22672673859,2755234.187866191,10021338.620826446,0.2539845648176618,-0.44408256481764363,0.01999999999998181,0.170098
Buy,193.55,37593.786325105226,2745562.3150961227,10021839.658320239,0.050796912963532365,-0.24089491296351417,0.01999999999998181,0.170098
Buy,193.55,37610.3869796982,2742339.874265658,10021830.274186246,0.0439914170602461,-0.2340894170602279,0.01999999999998181,0.170098
Buy,193.55,37676.32587227931,2729957.046381496,10022209.918961156,0.035918841619856576,-0.22897384161983836,0.01999999999998181,0.173055
Buy,193.55,37712.5359554756,2723004.071558171,10022265.405740473,0.0439914170602461,-0.2370464170602279,0.01999999999998181,0.173055
Buy,193.55,37733.955969385,2718690.062106615,10022097.239981081,0.2539845648176618,-0.4470395648176436,0.01999999999998181,0.173055
Buy,193.55,37797.14143373363,2705967.439866552,10021604.164365698,0.035918841619856576,-0.22897384161983836,0.01999999999998181,0.173055
Buy,193.55,37814.409633894036,2702699.7298804265,10021678.714520618,0.35918841619856573,-0.5340104161985566,0.009999999999990905,0.164822
Buy,193.55,37847.17000916394,2696247.4660620145,10021567.221335696,0.5079691296353236,-0.6832411296353145,0.009999999999990905,0.165272
Buy,193.55,37881.097990193615,2689792.0204978115,10021678.536499785,0.2271707008671973,-0.40291070086718817,0.009999999999990905,0.16574
Buy,193.54,37941.005373116335,2677224.1163014662,10020326.296214402,0.08031697153504797,-0.2588279715350673,0.010000000000019327,0.168511
Buy,193.54,37973.64012730335,2671203.648591746,10020621.958830036,0.0439914170602461,-0.2225024170602654,0.010000000000019327,0.168511
Buy,193.54,38024.91594328938,2661667.5762508586,10021009.807915084,0.1295072252156629,-0.30801822521568223,0.010000000000019327,0.168511
Buy,193.54,38089.83581493935,2648686.1331181545,10020592.956741516,0.17959420809928286,-0.3581052080993022,0.010000000000019327,0.168511
Buy,193.54,38156.30862236567,2636399.19726149,10021171.168034142,0.0439914170602461,-0.2187004170602654,0.010000000000019327,0.164709
Buy,193.54,38215.39749364029,2625332.0599631034,10021540.090882245,0.32624908064739144,-0.5011950806474108,0.010000000000019327,0.164946
Buy,193.53,38271.30257564594,2614260.5173438787,10020905.704808637,0.09836779897325425,-0.28993279897326446,0.020000000000010232,0.171565
Buy,193.53,38334.40909432605,2602643.428958098,10021501.62098302,0.08031697153504797,-0.2718819715350582,0.020000000000010232,0.171565
Buy,193.53,38355.313422851366,2598569.8845225535,10021473.691246979,0.050796912963532365,-0.2423619129635426,0.020000000000010232,0.171565
Sell,193.58,38290.192057085194,2610890.5094720735,10023105.887882626,0.31925364756205205,-0.48549164756205204,0.0,0.166238
Sell,193.58,38226.26359099228,2623285.0564222825,10023125.162366569,0.164600810598123,-0.330833810598123,0.0,0.166233
Sell,193.59,38167.99352843783,2635388.3475722647,10024330.214742545,0.2539845648176618,-0.4183325648176618,0.0,0.164348
Sell,193.59,38100.72396682747,2647894.5942762927,10023813.747014422,0.050796912963532365,-0.23722091296354259,0.020000000000010232,0.166424
Sell,193.61,38061.94023385221,2655728.680564186,10024900.929240314,0.2539845648176618,-0.41859656481766183,0.0,0.164612
Sell,193.61,38039.21964856255,2660101.5993792964,10024874.915537493,0.2539845648176618,-0.4292805648176527,0.009999999999990905,0.165296
Sell,193.62,37974.0670522405,2673054.0728513054,10025592.935506111,0.2539845648176618,-0.4199275648176618,0.0,0.165943
Sell,193.62,37921.11448881466,2682890.012124175,10025176.19944847,0.025398456481766182,-0.1913414564817662,0.0,0.165943
Sell,193.63,37869.761390748165,2692986.1962132566,10025708.094303824,1.2442651726922236,-1.4113471726922235,0.0,0.167082
Sell,193.63,37839.950091669394,2698608.6745582903,10025558.210808236,0.11358535043359864,-0.28066735043359864,0.0,0.167082
Sell,193.63,37796.38914731745,2707230.2970782407,10025745.127673319,0.08031697153504797,-0.24739897153504797,0.0,0.167082
Sell,193.64,37741.58805619342,2717935.543462323,10026216.654663615,0.9836779897325424,-1.1531499897325423,0.0,0.169472
Sell,193.64,37708.54112952575,2724639.249491621,10026521.153812986,0.11358535043359864,-0.28305735043359864,0.0,0.169472
Sell,193.64,37652.581859040416,2735425.5435443893,10026471.494728975,0.19006464461531383,-0.35408164461531383,0.0,0.164017
Sell,193.64,37610.50434849059,2743695.7847237717,10026593.846765488,0.12442651726922235,-0.28947651726922236,0.0,0.16505
Sell,193.65,37574.376323490724,2751212.405574892,10027490.38061887,0.0439914170602461,-0.2086564170602461,0.0,0.164665
Sell,193.65,37516.98353865085,2762634.3953071763,10027798.257566914,0.8019640558536285,-0.9673560558536285,0.0,0.165392
Sell,193.65,37477.66911293305,2770231.189299424,10027781.81301891,0.2539845648176618,-0.41937656481766183,0.0,0.165392
Sell,193.66,37425.64682891871,2779834.767940167,10027685.532828564,0.2539845648176618,-0.4190665648176618,0.0,0.165082
Sell,193.66,37362.9713239824,2791914.7492332417,10027627.775835672,0.2895869591595971,-0.4541039591595971,0.0,0.164517
Sell,193.66,37303.576039543965,2803278.402483095,10027488.93830118,0.21249873273959052,-0.3771227327395905,0.0,0.164624
Sell,193.68,37286.71215942353,2806424.254866846,10028114.665903995,0.0879828341204922,-0.2573838341204922,0.0,0.169401
Sell,193.68,37224.2420800274,2818735.8692253823,10028327.075285088,0.2539845648176618,-0.42338556481766176,0.0,0.169401
Sell,193.71,37172.61758378705,2829155.8093313864,10029863.561486775,0.21848578393697982,-0.3834987839369798,0.0,0.165013
Sell,193.71,37147.8251159947,2834193.9394263574,10030099.142645692,0.1295072252156629,-0.2953382252156629,0.0,0.165831
Sell,193.72,37093.11343447265,2844571.2752790125,10030249.209805055,0.19342888180428972,-0.3595458818042897,0.0,0.166117
Sell,193.75,37069.83590823515,2849170.894648875,10031451.601869436,0.13197425118073827,-0.29664125118073825,0.0,0.164667
Sell,193.75,37006.50890929818,2861353.9783105254,10031365.079487048,0.1759656682409844,-0.34232966824098443,0.0,0.166364
Sell,193.75,36934.73009443972,2875161.677403886,10031265.63320158,0.1269922824088309,-0.29335628240883094,0.0,0.166364
Sell,193.75,36877.130663843025,2886072.5625190297,10031016.628638616,0.2539845648176618,-0.4286915648176527,0.009999999999990905,0.164707
Sell,193.76,36825.75978929494,2895883.5937808137,10031242.810554601,0.05679267521679932,-0.2260286752167993,0.0,0.169236
Sell,193.77,36783.78006843496,2904371.781308111,10031964.845168753,0.11358535043359864,-0.27820435043359865,0.0,0.164619
Sell,193.77,36744.10338381934,2912099.0760931848,10032003.988775859,0.2539845648176618,-0.4526755648176629,0.030000000000001137,0.168691
Sell,193.77,36682.50098569565,2924624.9754265556,10032593.191424802,0.5079691296353236,-0.7066601296353248,0.030000000000001137,0.168691
Sell,193.77,36646.23133974601,2931828.43186758,10032768.678570164,0.050796912963532365,-0.2494879129635335,0.030000000000001137,0.168691
Sell,193.77,36589.194816322895,2942437.4411334773,10032325.720692364,0.35918841619856573,-0.5578794161985668,0.030000000000001137,0.168691
Sell,193.76,36567.764270049716,2946576.154083202,10031946.159048036,0.2539845648176618,-0.44853756481766294,0.030000000000001137,0.164553
Sell,193.77,36497.08814255525,2960068.894442453,10032109.663825385,0.2539845648176618,-0.42855156481765266,0.009999999999990905,0.164567
Sell,193.76,36459.878024920894,2967049.8285352653,10031515.794643939,0.35918841619856573,-0.545065416198576,0.020000000000010232,0.165877
Sell,193.76,36383.365674910834,2981472.0818673167,10031113.01503804,0.2539845648176618,-0.45048456481766297,0.030000000000001137,0.1665
Sell,193.76,36346.48506300296,2988918.8876516283,10031413.833459081,0.035918841619856576,-0.2314318416198577,0.030000000000001137,0.165513
Sell,193.76,36275.82134162215,3002756.5911164708,10031559.734269178,0.05679267521679932,-0.2523056752168005,0.030000000000001137,0.165513
Sell,193.76,36199.68081210645,3018204.0167781156,10032254.17093186,0.24755353200335517,-0.4425175320033563,0.030000000000001137,0.164964
Sell,193.77,36170.19992446322,3024183.1375065506,10032882.776869789,0.2539845648176618,-0.41955156481766176,0.0,0.165567
Buy,193.66,36195.96275041916,3019396.1999154333,10029106.346161608,0.3110662931730559,-0.5262612931730672,0.05000000000001137,0.165195
Buy,193.66,36231.37728266528,3012217.08110985,10028785.605670808,0.5098704555447753,-0.7197124555447674,0.03999999999999204,0.169842
Buy,193.65,36260.25176306112,3006410.317693654,10028208.07161044,0.2539845648176618,-0.4282865648176527,0.009999999999990905,0.164302
Buy,193.66,36334.301008735536,2991953.282883017,10028454.01623474,0.35918841619856573,-0.5240464161985657,0.0,0.164858
Buy,193.66,36350.94253216726,2988862.2765169297,10028585.807296442,0.2539845648176618,-0.4295355648176527,0.009999999999990905,0.165551
Buy,193.66,36369.80775965297,2985298.425936337,10028675.39667073,0.35918841619856573,-0.5347394161985566,0.009999999999990905,0.165551
Buy,193.65,36447.03757302035,2970746.2216912997,10028715.047706692,0.35918841619856573,-0.5548204161985668,0.030000000000001137,0.165632
Buy,193.65,36482.78988202764,2964039.468749831,10028931.729404483,0.5079691296353236,-0.7036011296353247,0.030000000000001137,0.165632
Sell,193.73,36424.01940677736,2972971.2331767185,10029396.512851696,0.21551304971913945,-0.38015704971913944,0.0,0.164644
Sell,193.73,36382.858634194126,2981171.4478697446,10029622.651072172,0.13439599907129965,-0.2989489990712997,0.0,0.164553
Sell,193.74,36354.213390774115,2986815.2848471226,10030080.5871757,0.08031697153504797,-0.24611697153504797,0.0,0.1658
Sell,193.75,36328.512967221934,2991721.617193283,10030371.004592532,0.2539845648176618,-0.4288105648176527,0.009999999999990905,0.164826
Sell,193.76,36290.96102909138,2998705.17690964,10030441.785906386,0.035918841619856576,-0.20312284161985655,0.0,0.167204
Sell,193.76,36253.56887707599,3005615.9315282945,10030107.437150538,0.025398456481766182,-0.2026024564817855,0.010000000000019327,0.167204
Sell,193.77,36208.649729458615,3014106.2557830284,10030256.313860225,0.10472051880197547,-0.2867445188019755,0.0,0.182024
Sell,193.77,36152.62590057613,3025493.3188682767,10030787.639622914,0.23139095078991778,-0.3984449507899178,0.0,0.167054
Sell,193.77,36136.43874505118,3028718.718585253,10030876.45421382,0.30793991942172266,-0.47499391942172264,0.0,0.167054
Sell,193.77,36091.70261909521,3037465.2473695893,10030954.463871669,0.2539845648176618,-0.4210385648176618,0.0,0.167054
Sell,193.77,36023.91607472917,3050230.8569737747,10030585.074774045,0.2063380358763436,-0.3932120358763254,0.01999999999998181,0.166874
Sell,193.77,35987.06372389961,3057188.102246452,10030401.44002648,0.050796912963532365,-0.22597391296352326,0.009999999999990905,0.165177
Sell,193.78,35950.67823526135,3064100.8901988687,10030623.318627814,0.2243130940207934,-0.38925309402079344,0.0,0.16494
Sell,193.78,35908.29722481263,3072701.7595342123,10031011.595758405,0.11912932055726562,-0.2851803205572656,0.0,0.166051
Sell,193.78,35860.47134882522,3082188.5610329336,10031230.699008284,0.2539845648176618,-0.42902256481765266,0.009999999999990905,0.165038
Sell,193.78,35836.15972228164,3087090.9680095264,10031421.998993263,0.19836828650524357,-0.3725022865052345,0.009999999999990905,0.164134
Sell,193.77,35763.302010710446,3101901.758352438,10031756.788967801,0.025398456481766182,-0.21203645648174801,0.01999999999998181,0.166638
Sell,193.77,35709.49697479527,3112524.8088686694,10031954.03767475,0.5079691296353236,-0.6946071296353054,0.01999999999998181,0.166638
Sell,193.77,35634.888687106955,3126647.6292694504,10031620.010170165,0.035918841619856576,-0.2225568416198384,0.01999999999998181,0.166638
Buy,193.68,35711.96829333661,3111699.8524174523,10028393.871470887,0.08031697153504797,-0.25732797153503884,0.009999999999990905,0.167011
Buy,193.67,35776.07785697965,3098972.4565618793,10027725.455123128,0.2539845648176618,-0.43873956481767207,0.020000000000010232,0.164755
Buy,193.66,35855.23055143662,3083557.415916836,10027281.364508051,0.050796912963532365,-0.22530591296352326,0.009999999999990905,0.164509
Buy,193.65,35891.215917649766,3076247.3239291487,10026581.286382027,0.035918841619856576,-0.2121028416198475,0.009999999999990905,0.166184
Sell,193.73,35853.09484570333,3083475.6729875957,10029295.7374457,0.22999280535661543,-0.39917980535661546,0.0,0.169187
Sell,193.74,35816.596269853464,3090878.612381027,10029985.973702438,0.1269922824088309,-0.2938472824088309,0.0,0.166855
Sell,193.74,35759.12843912279,3101829.3551724367,10029802.898968086,0.08031697153504797,-0.24717197153504797,0.0,0.166855
Buy,193.65,35814.06092106335,3090698.887621928,10026091.784985846,0.2539845648176618,-0.4497565648176629,0.030000000000001137,0.165772
Buy,193.65,35858.5311157758,3082265.4111488676,10026269.96171885,0.36630174865059467,-0.5609667486505958,0.030000000000001137,0.164665
Buy,193.65,35931.3857941233,3068753.208715233,10026866.06774721,0.37927983724332887,-0.5645688372433106,0.01999999999998181,0.165289
Buy,193.65,36001.366415997254,3054978.464696972,10026643.07115484,0.42802239664572744,-0.6133113966457092,0.01999999999998181,0.165289
Sell,193.68,35938.30673599583,3067357.8054795,10027889.054107172,0.2539845648176618,-0.41980656481766176,0.0,0.165822
Sell,193.7,35879.11590564332,3079018.6037043617,10028803.354627471,0.035918841619856576,-0.2107508416198759,0.010000000000019327,0.164832
Sell,193.7,35811.95892583543,3092379.8060173695,10029156.249951692,0.17959420809928286,-0.3553192080993022,0.010000000000019327,0.165725
Sell,193.71,35787.76842289799,3097211.715179567,10029660.336379137,0.2539845648176618,-0.4201765648176618,0.0,0.166192
Sell,193.71,35745.64508747445,3105688.0884321085,10029976.998326784,0.164600810598123,-0.33079281059812304,0.0,0.166192
Sell,193.71,35727.4240968829,3109153.6403760957,10029912.962183284,0.19342888180428972,-0.3598668818042897,0.0,0.166438
Sell,193.71,35670.04553335306,3119984.9320456632,10029629.452311486,0.2539845648176618,-0.43042256481765273,0.009999999999990905,0.166438
Sell,193.72,35635.93474795312,3126512.7184479246,10029905.997821402,0.2539845648176618,-0.41943556481766175,0.0,0.165451
Sell,193.74,35555.26985243575,3142394.5727188354,10030872.553929739,0.08031697153504797,-0.24664797153504797,0.0,0.166331
Sell,193.74,35494.3190804403,3154456.0526585532,10031125.431303058,0.13439599907129965,-0.3007269990712996,0.0,0.166331
Sell,193.74,35433.346523560875,3166645.965618409,10031502.521093093,0.17959420809928286,-0.34455520809928286,0.0,0.164961
Sell,193.75,35357.03334474362,3181922.4362971415,10032347.646841219,0.2539845648176618,-0.41916556481766176,0.0,0.165181
Sell,193.76,35278.83886407307,3196917.957630946,10032545.775933744,0.164600810598123,-0.328642810598123,0.0,0.164042
Sell,193.75,35220.068285566726,3208543.5499389376,10032431.780267492,0.164600810598123,-0.329003810598123,0.0,0.164403
Sell,193.77,35155.18024151605,3221638.193095061,10033657.468493626,0.28396337608399663,-0.4487503760839966,0.0,0.164787
Buy,193.7,35224.24125606686,3207981.0472106123,10030916.578510763,0.0439914170602461,-0.22409941706026543,0.010000000000019327,0.170108
Buy,193.7,35249.502250499056,3202933.9703355157,10030762.556257183,0.08031697153504797,-0.2604249715350673,0.010000000000019327,0.170108
Buy,193.7,35320.43917207809,3188770.792999103,10030339.86063063,0.025398456481766182,-0.2045124564817855,0.010000000000019327,0.169114
Buy,193.68,35379.23545059613,3177677.2404010305,10029927.562472489,0.17959420809928286,-0.3697482080992647,0.01999999999998181,0.170154
Buy,193.68,35399.35571807231,3173883.1661760695,10030030.381652314,0.08031697153504797,-0.27047097153502975,0.01999999999998181,0.170154
Buy,193.68,35441.650107136236,3165306.491847725,10029645.284597872,0.439914170602461,-0.6300681706024428,0.01999999999998181,0.170154
Buy,193.68,35496.21693590542,3155218.510153037,10030125.806299198,0.08031697153504797,-0.27047097153502975,0.01999999999998181,0.170154
Buy,193.67,35552.73779437987,3144197.613882512,10029696.342520062,0.035918841619856576,-0.21092184161987593,0.010000000000019327,0.165003
Buy,193.67,35573.39809845796,3140018.8914729604,10029518.901201313,0.2539845648176618,-0.42916356481768114,0.010000000000019327,0.165179
Buy,193.66,35622.07651391108,3130670.417735671,10029241.75541969,0.17959420809928286,-0.3691172080992931,0.020000000000010232,0.169523
Buy,193.66,35676.58689074163,3120357.5704162414,10029485.387677265,0.025398456481766182,-0.2149214564817764,0.020000000000010232,0.169523
Buy,193.66,35747.62058700457,3106571.856239087,10029456.05911839,0.3172266197820773,-0.5067496197820875,0.020000000000010232,0.169523
Buy,193.65,35797.027558006645,3097012.2924747374,10029106.679082725,0.025398456481766182,-0.2006034564817571,0.009999999999990905,0.165205
Buy,193.66,35828.749502915525,3091058.8337636977,10029654.462498318,0.32525894458356097,-0.49158494458356095,0.0,0.166326
Buy,193.66,35862.2422357938,3084353.331969167,10029435.163352994,0.15239073889059707,-0.3178627388905971,0.0,0.165472
Buy,193.65,35910.819903349955,3074758.132296739,10028888.40658046,0.17959420809928286,-0.35461120809927377,0.009999999999990905,0.165017
Buy,193.65,35983.855807277665,3061155.5250787428,10029429.202158064,0.17959420809928286,-0.3541352080992738,0.009999999999990905,0.164541
Buy,193.65,36025.84462795537,3053255.5662883385,10029660.378491895,0.3732795518076671,-0.547500551807658,0.009999999999990905,0.164221
Sell,193.7,35947.20267107579,3067917.4242793554,10030890.581666736,0.13911307540876636,-0.30393107540876635,0.0,0.164818
Sell,193.7,35900.616209884945,3076927.116135013,10030876.475989725,0.13197425118073827,-0.2972682511807383,0.0,0.165294
Sell,193.7,35876.150312230784,3081666.1026772773,10030876.41815638,0.30372136508127373,-0.4687583650812737,0.0,0.165037
Sell,193.7,35831.63898797817,3090521.7283767425,10031110.200348113,0.2539845648176618,-0.42829056481768113,0.010000000000019327,0.164306
Sell,193.7,35759.46794048472,3105029.526805004,10031638.466876894,0.35918841619856573,-0.5269124161985658,0.0,0.167724
Sell,193.7,35727.15871200004,3111532.1177498274,10031882.760264235,0.2539845648176618,-0.42170856481766184,0.0,0.167724
Sell,193.7,35648.68708222103,3126171.0585978627,10031321.746424075,0.13677487400114446,-0.3044988740011445,0.0,0.167724
Sell,193.7,35620.52433709764,3131776.4672695207,10031472.031365333,0.08031697153504797,-0.24804097153504798,0.0,0.167724
Sell,193.71,35579.18568959315,3140082.491676895,10032126.551607985,0.2539845648176618,-0.4207465648176618,0.0,0.166762
Sell,193.71,35511.1536062001,3152978.8392402087,10031844.40429723,0.35918841619856573,-0.5259504161985658,0.0,0.166762
Sell,193.71,35430.800713892066,3167794.201844165,10031094.608132198,0.1480971779485004,-0.3232461779484913,0.009999999999990905,0.165149
Sell,193.71,35413.183562718,3171113.979192926,10031001.76712703,0.035918841619856576,-0.2013118416198566,0.0,0.165393
Sell,193.71,35341.68748739598,3184662.229379129,10030700.512562605,0.3573879616717969,-0.5218739616717969,0.0,0.164486
Sell,193.72,35322.6032687013,3188335.223786799,10031029.928999614,0.2577661807541586,-0.42226218075415856,0.0,0.164496
Sell,193.72,35279.666621821074,3196925.4855154245,10031302.503494604,0.11912932055726562,-0.2837673205572656,0.0,0.164638
Sell,193.73,35239.82006230349,3204986.0104257176,10031996.351095773,0.17959420809928286,-0.34495320809928287,0.0,0.165359
Sell,193.735,35168.56535067859,3218551.9550719205,10031933.963285636,0.2539845648176618,-0.4300885648176572,0.0049999999999954525,0.171104
Sell,193.74,35138.26403280957,3224532.970601362,10032220.24431789,0.08031697153504797,-0.25142097153504794,0.0,0.171104
Sell,193.75,35090.87195962312,3234136.7436993383,10032993.185876317,0.35918841619856573,-0.5302924161985657,0.0,0.171104
Sell,193.75,35069.65438833699,3238359.8204422146,10033105.358182505,0.17959420809928286,-0.35069820809928287,0.0,0.171104
Sell,193.75,35005.45730390526,3250996.8381360252,10033304.19076767,0.10472051880197547,-0.28582451880196635,0.009999999999990905,0.171104
Sell,193.74,34925.110507905956,3267033.582971212,10033424.492772913,0.17959420809928286,-0.3646912080992647,0.01999999999998181,0.165097
Sell,193.74,34863.95136064866,3278561.204221826,10033103.140833898,0.1269922824088309,-0.31208928240881273,0.01999999999998181,0.165097
Sell,193.74,34841.88922929557,3282871.431957843,10033139.051241567,0.3359899976782491,-0.5221799976782309,0.01999999999998181,0.16619
Sell,193.74,34777.15152491264,3294863.3063257975,10032588.642762372,0.0439914170602461,-0.2301814170602279,0.01999999999998181,0.16619
Buy,193.68,34849.07334059679,3280973.9149512374,10030542.439558024,0.40238722582320974,-0.5764242258232006,0.009999999999990905,0.164037
Buy,193.68,34872.8767151515,3276590.5837881453,10030769.345978688,0.274726311487946,-0.4491863114879369,0.009999999999990905,0.16446
Buy,193.68,34931.84634587026,3265425.0324897273,10031025.032757878,0.1436753664794263,-0.3215333664794172,0.009999999999990905,0.167858
Buy,193.68,35009.29309054446,3249770.0940782465,10030369.979854897,0.08031697153504797,-0.2581749715350389,0.009999999999990905,0.167858
Buy,193.68,35041.86163326944,3243603.6092516556,10030511.370383281,0.035918841619856576,-0.2137768416198475,0.009999999999990905,0.167858
Buy,193.68,35097.17415513584,3233357.014884648,10030977.705251358,0.19006464461531383,-0.3679226446153048,0.009999999999990905,0.167858
Buy,193.68,35126.529227807405,3227747.311810857,10031053.492652595,0.35467014305260214,-0.5292801430525931,0.009999999999990905,0.16461
Buy,193.68,35186.99179344814,3216379.813545824,10031396.38410086,0.31002767159847106,-0.48570967159846196,0.009999999999990905,0.165682
Buy,193.67,35242.312776938474,3206039.62457929,10031418.340088964,0.035918841619856576,-0.21606684161987588,0.010000000000019327,0.170148
Buy,193.67,35301.178129730215,3194509.238739455,10031288.407124305,0.5079691296353236,-0.6881171296353429,0.010000000000019327,0.170148
Buy,193.67,35355.774925169644,3184134.8813154018,10031487.811073005,0.06221325863461118,-0.22706425863461116,0.0,0.164851
Buy,193.67,35428.3313501418,3170698.592611401,10032103.525193363,0.35375956351920307,-0.5179975635192031,0.0,0.164238
Buy,193.66,35499.413662637,3157311.203879583,10032127.653785864,0.035918841619856576,-0.2118388416198475,0.009999999999990905,0.16592
Buy,193.65,35557.19951508787,3146483.777974605,10032135.464071373,0.025398456481766182,-0.2013254564817571,0.009999999999990905,0.165927
Buy,193.65,35595.09352305758,3139018.217331566,10032008.078071665,0.09157543716264867,-0.26812643716263956,0.009999999999990905,0.166551
Buy,193.65,35646.5798526206,3128846.4318883386,10031806.620348318,0.2539845648176618,-0.4305355648176527,0.009999999999990905,0.166551
Buy,193.65,35721.18366595037,3114853.8404521183,10032261.057363408,0.2539845648176618,-0.42021956481766176,0.0,0.166235
Buy,193.65,35760.98278474287,3106860.4009837583,10031974.717249215,0.2539845648176618,-0.42021956481766176,0.0,0.166235
Buy,193.65,35826.585759703405,3093800.883301833,10031619.215668397,0.35918841619856573,-0.5254234161985657,0.0,0.166235
Buy,193.65,35894.83495012754,3080723.405856993,10031758.19394919,0.2527114512125655,-0.4278194512125564,0.009999999999990905,0.165108
Buy,193.65,35951.016449994946,3070323.8420067057,10032238.177548226,0.2539845648176618,-0.4290925648176527,0.009999999999990905,0.165108
Buy,193.65,36022.09841049513,3056095.8081566654,10031775.165349048,0.5086036946917751,-0.682945694691766,0.009999999999990905,0.164342
Buy,193.65,36073.4421003033,3046349.1507184044,10031971.21344214,0.2539845648176618,-0.41860956481766176,0.0,0.164625
Buy,193.65,36119.802029686434,3037340.94756211,10031940.61061089,0.21848578393697982,-0.3928087839369707,0.009999999999990905,0.164323
Buy,193.65,36178.922209730554,3025473.98902153,10031522.274935853,0.09503232230765692,-0.2697093223076478,0.009999999999990905,0.164677
Buy,193.65,36247.7406886149,3012283.828061504,10031658.81241178,0.0879828341204922,-0.2646438341204831,0.009999999999990905,0.166661
Buy,193.65,36319.73345628584,2998709.771901752,10032026.155711506,0.2539845648176618,-0.4306455648176527,0.009999999999990905,0.166661
Buy,193.65,36338.30408788521,2995055.50147813,10031968.088097101,0.050796912963532365,-0.22506491296352327,0.009999999999990905,0.164268
Buy,193.65,36396.50877132025,2984194.33789976,10032378.261465928,0.2539845648176618,-0.4188935648176618,0.0,0.164909
Buy,193.65,36446.700956275105,2974732.9773039636,10032636.617486637,0.2539845648176618,-0.4285535648176527,0.009999999999990905,0.164569
Buy,193.65,36465.63779398976,2970980.311937325,10032551.070743442,0.35009356237250694,-0.514154562372507,0.0,0.164061
Buy,193.65,36508.23398358389,2963123.5919792596,10032943.10290028,0.2539845648176618,-0.4198595648176618,0.0,0.165875
Buy,193.65,36566.09917177942,2951716.217775203,10032741.322390286,0.17959420809928286,-0.34546920809928283,0.0,0.165875
Buy,193.65,36597.22707940467,2945703.11993057,10032756.143857285,0.1967355979465085,-0.37128059794649937,0.009999999999990905,0.164545
Buy,193.65,36640.790150556146,2937636.4339440702,10033125.446599267,0.16063394307009593,-0.33476894307008687,0.009999999999990905,0.164135
Buy,193.65,36691.45442858486,2927907.2923525963,10033207.442448054,0.16063394307009593,-0.33474694307008684,0.009999999999990905,0.164113
Buy,193.65,36717.7966998898,2922646.2576557607,10033047.58858942,0.2539845648176618,-0.4282655648176527,0.009999999999990905,0.164281
Buy,193.65,36767.05033282867,2913422.899663895,10033362.196616167,0.2539845648176618,-0.41787456481766183,0.0,0.16389
Buy,193.65,36812.38689087515,2904666.929928814,10033385.651346786,0.2539845648176618,-0.4181325648176618,0.0,0.164148
Buy,193.65,36859.726106824324,2895389.4365091715,10033275.397095703,0.035918841619856576,-0.20015584161985656,0.0,0.164237
Buy,193.65,36925.624454202436,2883228.9290983817,10033876.104654685,0.251431891338996,-0.416035891338996,0.0,0.164604
